2025-08-22 15:06:53,059 | INFO    | scraper.cli          | Email scraper starting
2025-08-22 15:06:53,060 | INFO    | scraper.cli          | Input file: mat_data.xlsx
2025-08-22 15:06:53,060 | INFO    | scraper.cli          | Output file: results.xlsx
2025-08-22 15:06:53,061 | INFO    | scraper.cli          | Workers: 32
2025-08-22 15:06:53,061 | INFO    | scraper.cli          | Domain threshold: 65
2025-08-22 15:06:53,061 | INFO    | scraper.cli          | Max pages: 50
2025-08-22 15:06:53,062 | INFO    | scraper.cli          | Process PDFs: False
2025-08-22 15:06:53,062 | INFO    | scraper.cli          | Save domain only: False
2025-08-22 15:06:53,347 | INFO    | scraper.cli          | Loaded 357 companies from mat_data.xlsx
2025-08-22 15:06:53,348 | INFO    | scraper.orchestrator | Phase 1: Collecting domains for 357 companies
2025-08-22 15:06:54,608 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,612 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,613 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,613 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,613 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,614 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,614 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,614 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,614 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,614 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: 3T
2025-08-22 15:06:54,614 | INFO    | scraper.orchestrator | Domain score too low (50 < 65): https://3t.bike/ for company 3T
2025-08-22 15:07:03,257 | INFO    | scraper.orchestrator | ↩ Skipping Airbus: domain airbus.com already processed
2025-08-22 15:07:09,678 | INFO    | scraper.orchestrator | ↩ Skipping Andritz Kaiser: domain andritz.com already processed
2025-08-22 15:07:10,478 | INFO    | scraper.orchestrator | Domain score too low (50 < 65): https://www.askart.com/artist/Antonius_Henricus_Koster/11111650/Antonius_Henricus_Koster.aspx for company Antonius Köster
2025-08-22 15:07:12,186 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,186 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,186 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,187 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,187 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,187 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,187 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,187 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,187 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,188 | WARNING | scraper.domain_scorer | Company name too short for reliable scoring: AP
2025-08-22 15:07:12,188 | INFO    | scraper.orchestrator | Domain score too low (50 < 65): https://apnews.com/ for company AP
